Time,CAD,EUR,GBP,IDR,JPY,KRW,PLN,RUB,USD,others
2018-08-06 00:00:00 UTC,228.44366243,8010.63498249,1417.20809162,208.99551812,7182.6056927999,584.703827638053,763.39947257,737.93581346,53731.5183717359,982.34371866521
2018-08-07 00:00:00 UTC,537.7532909,12316.224724,1619.32148331,253.98452233,7617.87744330988,714.654784015653,1613.39010514,628.67897191,78995.0276705606,1198.5858101447598
2018-08-08 00:00:00 UTC,371.0631449,17426.28401329,2007.94311585,381.93857928,12779.9350949997,1003.17845882343,2170.92421688,806.98491882,128684.848116928,1397.7895491596103
2018-08-09 00:00:00 UTC,305.68650514,13244.793178,1650.48934736,232.06691937,9862.86435359985,772.283561609576,1579.96888588,643.29923683,83533.3964421097,1236.11942042293
2018-08-10 00:00:00 UTC,368.04755903,14455.19004121,1397.74100288,290.16899874,11712.5434892898,802.131178454539,1622.27374001,711.91541473,99497.7419894428,1182.1148124410201
2018-08-11 00:00:00 UTC,614.85628375,9727.22583470999,1548.23830742,205.85874272,8135.78034859989,596.985567781313,1323.93071936,609.9480018,83416.1081078178,718.10570540934
2018-08-12 00:00:00 UTC,209.69951817,9158.39474239001,1413.96404826,124.70472729,7753.21226726994,337.259612906471,959.3270234,543.78601102,63120.6428764483,497.30561634226
2018-08-13 00:00:00 UTC,248.20363806,12006.59433837,1561.85201041,235.52971314,9430.30067233988,812.967567560403,1393.11321764,662.57548198,76488.9139919009,997.0336927163698
2018-08-14 00:00:00 UTC,356.09578452,17522.75671416,1871.3338969,406.85076248,11944.3656872998,1005.64917538235,2135.64448369,713.60379064,122291.017128791,1587.1096265793499
2018-08-15 00:00:00 UTC,293.68031546,16972.91661681,1688.74485574,373.28684412,12258.5490519098,936.086045592945,1580.95591627,717.11203564,129782.044603548,1525.5557464902597
2018-08-16 00:00:00 UTC,325.05487747,10987.94620068,1542.75164035,231.64264518,8752.43663731991,742.787353112631,1952.52013546,633.08765872,66129.3450188098,1069.7703713827
2018-08-17 00:00:00 UTC,313.63552876,9552.0460697,1514.57156364,232.24838415,8233.15326776993,665.379394949871,1184.3755929,637.03363692,67961.7777152933,847.4669829915199
2018-08-18 00:00:00 UTC,222.97407374,7948.16245009,1400.47656554,276.86937754,4902.96230719997,449.637374068334,591.9368701,584.75066726,50123.6621536155,667.7994363122102
2018-08-19 00:00:00 UTC,133.58625699,6948.50296163,1612.93397963,140.05259654,4123.12453064,289.440300264826,580.14973135,521.96613827,38869.6502569461,427.97860100630004
2018-08-20 00:00:00 UTC,321.49185823,9953.83029283,1370.13471845,247.60357144,7100.84874153996,495.528232155106,852.93948435,708.52262062,68790.9164784205,759.86363827913
2018-08-21 00:00:00 UTC,196.83055872,9039.35322845,1113.38280802,234.48425351,7234.39685254997,632.112686170319,1029.24421741,676.79359285,61185.2230864962,785.2807037896499
2018-08-22 00:00:00 UTC,700.75881469,15965.09619713,1549.86109547,363.93091266,14250.8158785498,1408.65905027194,1752.95393072,728.46287759,123109.83419178,1482.1591138751603
2018-08-23 00:00:00 UTC,206.17309069,9197.19487532,1418.64015441,180.49439752,6451.41329550998,446.292769157025,1095.34261523,719.67508675,51065.8455531869,859.1723726300002
2018-08-24 00:00:00 UTC,310.92583389,7980.87718074,1445.29258276,320.63385275,6984.47676432998,514.731586801387,1107.87820547,759.20526573,56106.8268862738,750.7592983465302
2018-08-25 00:00:00 UTC,154.93058511,5825.86746865,1405.26066552,198.05841458,5689.77198050998,461.056896812204,723.44044363,691.97695095,44905.2235956574,580.0754692975099
2018-08-26 00:00:00 UTC,185.55126763,5387.36475749,1295.06840108,147.11346809,4476.14155152001,321.842544823738,555.29351254,637.01518089,42098.940031671,394.20328603099995
